ciro,1387
serio,914
turno,801
rejeição,614
bolsonaro,548
votem,499
12,454
primeiro,443
gente,429
ganhar,421
nao,402
pesquisas,392
agora,384
semana,363
pt,358
segundo,344
lugar,341
único,336
crescendo,320
chances,319
antes,317
fala,316
aécio,313
atenção,311
terceiro,307
desistam,305
ano,305
verdadeiras,305
bozo,304
passado,303
votar,283
pesquisa,276
subiu,233
reserva,228
ibope,212
voto,167
lula,164
38%,164
acho,163
27,150
importante,137
petistas,136
democracia,131
tempo,129
pontos,123
marina,122
candidato,121
votos,121
44%,120
amigos,118
informação,117
capitão,115
apertar,115
acionar,114
paraquedas,114
#cirotwelves,114
alckmin,112
amor,101
maior,92
contra,85
cresceu,83
vencer,77
palocci,76
eleição,75
esquerda,71
chance,63
vota,62
governo,62
melhor,62
delação,61
11%,61
#ciro12,61
presidente,61
vence,59
claro,59
4%,57
1,57
eleger,56
todo,56
bonoro,56
maioria,54
causa,53
dirceu,52
galera,52
deus,52
ganha,50
dessa,50
vitória,49
estável,49
bem,49
(=),49
ficou,48
fez,48
nessa,47
gomes,47
vc,47
mim,47
povo,46
vão,46
novo,46
21,46
acabar,46
país,44
pessoas,44
#elenão,44
dilma,43
culpa,43
mundo,42
31%,42
coisa,42
ir,42
porque,41
mostra,41
3,41
dar,40
at,40
resultado,40
útil,40
todas,39
fácil,39
13,39
falar,38
margem,38
sim,38
eleitoral,37
qualquer,37
golpe,37
candidatura,36
boulos,36
tomar,36
ja,36
6,36
empata,35
menor,35
constituinte,35
dois,35
esqueçam,35
dia,34
quase,34
geraldo,34
outro,34
milhões,33
menos,33
outra,33
pois,33
continuar,32
dinheiro,32
sendo,32
amoedo,32
alta,32
poderes,31
venezuela,31
verdade,31
sobre,31
viu,31
possibilidade,31
então,30
levar,30
bom,30
daciolo,30
fascista,30
twitter,30
disparando,29
ficar,29
capaz,29
forte,29
judiciário,28
propostas,28
eleitores,28
10,28
8,28
nenhum,28
antipetismo,27
partido,27
ditadura,27
existe,27
nunca,27
apenas,27
volta,27
ver,26
reduzir,26
toda,26
meirelles,26
segue,25
crescimento,25
medo,25
hj,25
vez,24
deixar,24
(pt,24
assim,24
pontos),24
manifestação,24
sei,24
apoio,24
subir,24
stf,24
sobe,23
força,23
fato,23
possível,23
cara,23
fragilidade,23
saira,23
pensar,22
opção,22
grande,22
turno.,22
disparar.,22
amigo,22
42%,22
excelente,22
índice,22
outros,21
mp,21
anteriores,21
whatsapp,21
7,21
dias,21
eleições,21
pessoa,21
feliz,21
moro,21
indulto,20
apoiando,20
igual,20
falta,20
enquanto,20
tanto,20
faz,20
vamo,20
bolsonaro.,19
direita,19
ia,19
tanto?,19
gleici/pimentel,19
cabo,19
passar,19,1,
mudar,19
diferença,19
hora,19
discurso,19
#eleições2018,19
vem,19
quatro,19
pesquisar,19
boa,18
tragédia,18
após,18
circulando,18
datafolha,18
corrida,18
silva,18
votando,18
2018,18
turno!,18
113,18
anti,18
escolheu,18
haddad..,18
potencial,18
inteligentes,18
iria,17
merece,17
#viradacomhaddad,17
ideia,17
atrás,17
passada,17
aumentar,17
ministro,17
bate,17
quem?,17
01/10/2018,17
rt,17
favor!,17
continua,17
empatado,17
eh,17
sempre,16
enorme,16
nível,16
instituto,16
certeza,16
(psl,16
constituição,16
campo,16
eleito,16
vao,16
aí,16
chega,16
segunda,16
cima,16
manu,16
pré-palocci.,16
político,16
ganhe,16
mandando,16
probabilidade,16
intelecto,16
quanto,15
botar,15
plano,15
